Date,Ticker,Open,High,Low,Close,Volume
2023-08-30,AAPL,182.62942352828824,185.50307057198083,182.43192527543482,185.30555725097656,60813900
2023-08-31,AAPL,185.4931879048022,186.75719481874472,185.13768501849643,185.52281188964844,60794500
2023-09-01,AAPL,187.12258052751662,187.54720101813678,185.92769123419916,187.09295654296875,45766500
2023-09-05,AAPL,185.92768366781115,187.6064413525269,185.26605625958229,187.32994079589844,45280000
2023-09-06,AAPL,186.04618648324464,186.4905763861184,179.20277485131902,180.62478637695312,81755800
2023-09-07,AAPL,172.99137409505227,175.98353252575788,171.37186410651492,175.34164428710938,112488800
2023-09-08,AAPL,176.12176201867752,177.98814840122637,175.56874581023814,175.95387268066406,65551300
2023-09-11,AAPL,177.82027676778657,178.0473990105972,175.12437356668377,177.119140625,58953100
2023-09-12,AAPL,177.24751388848827,177.87951732730735,172.6358612060169,174.0973663330078,90370200
2023-09-13,AAPL,174.30473020059844,175.08486860955094,171.8063404869434,172.03347778320312,84267900
2023-09-14,AAPL,171.82610607332606,173.89987544974738,171.41135521167203,173.54437255859375,60895800
2023-09-15,AAPL,174.27512191376346,174.29487626046748,171.64836639188815,172.823486328125,109259500
2023-09-18,AAPL,174.27511585610648,177.13889330258442,173.96899129951683,175.7465057373047,67257600
2023-09-19,AAPL,175.30212586469654,177.38576479928514,174.91699900323943,176.832763671875,51826900
2023-09-20,AAPL,177.0203732393163,177.45487842056565,173.20859833310675,173.2974853515625,58436200
2023-09-21,AAPL,172.36922214048295,174.0973581099587,171.6878404044714,171.7569580078125,63149100
2023-09-22,AAPL,172.48773574692532,174.8676297137013,171.87548661966315,172.60623168945312,56725400
2023-09-25,AAPL,172.02356483056997,174.7589610297227,171.97418651044094,173.8800811767578,46172700
2023-09-26,AAPL,172.63586851438868,173.01111068359924,169.51534481079926,169.8115997314453,64588900
2023-09-27,AAPL,170.46333088230946,170.87808171574733,166.93794126401278,168.30068969726562,66921800
2023-09-28,AAPL,167.2243249736919,169.8807195182162,165.5258128129139,168.55746459960938,56294400
2023-09-29,AAPL,169.870831028669,170.90771561508154,168.21181267677895,169.07095336914062,51861100
2023-10-02,AAPL,169.08084887750982,172.12237043121976,168.79446358018748,171.57923889160156,52164500
2023-10-03,AAPL,170.1078434596355,171.46073744550782,168.6858469308082,170.24609375,49594600
2023-10-04,AAPL,168.95244285882518,172.03347264460572,168.83394692911625,171.49034118652344,53020300
2023-10-05,AAPL,171.61871413723316,173.2579782200924,170.52258153582127,172.7247314453125,48527900
2023-10-06,AAPL,171.6286058875163,175.76625988669193,171.0163417068709,175.2725067138672,57266700
2023-10-09,AAPL,174.6009972191987,176.81301689163445,173.60362121945622,176.75376892089844,42390800
2023-10-10,AAPL,175.8748846750232,177.47464011941017,175.72674968355904,176.1612548828125,43698000
2023-10-11,AAPL,175.9736185461729,177.60301297187604,175.3811238107674,177.5536346435547,47551100
2023-10-12,AAPL,177.8202822818536,180.0619109305439,176.80313684087554,178.45228576660156,56743100
2023-10-13,AAPL,179.1533924067404,179.6570151987734,175.91437292525092,176.61550903320312,51427100
2023-10-16,AAPL,174.54174811745375,176.84263973108403,174.3047411678942,176.4871368408203,52517000
2023-10-17,AAPL,174.4430143362244,176.19090503163542,172.61613638208402,174.936767578125,57549400
2023-10-18,AAPL,173.38635072108465,175.36136323860268,172.92222157401596,173.64309692382812,54764400
2023-10-19,AAPL,173.84062376512662,175.6181383369893,173.0012523479638,173.26788330078125,59302900
2023-10-20,AAPL,173.11974130623128,173.2283676109075,170.48310107616433,170.72010803222656,64244000
2023-10-23,AAPL,168.77472302133776,171.8359838309846,167.80695589693704,170.83860778808594,55980100
2023-10-24,AAPL,170.88797493724758,171.50022404547477,169.30795876796012,171.27310180664062,43816600
2023-10-25,AAPL,169.7325797223047,170.8978298690587,168.51793618108192,168.9623260498047,57157000
2023-10-26,AAPL,168.2414494672427,169.2388405091802,163.600172706508,164.804931640625,70625300
2023-10-27,AAPL,164.82465548430088,166.8490461099926,164.74565318394508,166.1182861328125,58499100
2023-10-30,AAPL,166.90830774256386,169.0314401165317,166.7601727667049,168.1624298095703,51131000
2023-10-31,AAPL,167.23421730907862,168.76484019690602,165.80232095364974,168.636474609375,44846000
2023-11-01,AAPL,168.86359824995364,172.05323977559237,167.9945877763323,171.79649353027344,56934900
2023-11-02,AAPL,173.32711052996643,175.5588693503195,173.26786256268767,175.35150146484375,77334800
2023-11-03,AAPL,172.06308417750907,174.61085195895754,171.18420427007575,174.44296264648438,79829200
2023-11-06,AAPL,174.1763842242903,177.1882666996337,174.0085099439187,176.9907684326172,63841300
2023-11-07,AAPL,176.94139988237026,180.1606805785339,176.7340319643902,179.54843139648438,70530000
2023-11-08,AAPL,180.07176426042716,181.1580120556029,179.3212498937122,180.60501098632812,49340300
2023-11-09,AAPL,180.67414339377055,181.81963914926845,179.5385022077218,180.13101196289062,53763500
2023-11-10,AAPL,181.91089548671326,184.48180071812672,181.47581782404296,184.31369018554688,66133400
2023-11-13,AAPL,183.74015491726047,183.94779597294095,182.1481747757102,182.7315673828125,43627500
2023-11-14,AAPL,185.59917131943448,186.0045860299441,184.2148468055059,185.3420867919922,60108400
2023-11-15,AAPL,185.7474572062222,187.3789832148446,185.67823345303117,185.90565490722656,53790500
2023-11-16,AAPL,187.4482222334322,188.82266388785246,186.5385061665612,187.58665466308594,54412900
2023-11-17,AAPL,188.12057839811112,188.24912816814668,186.4593894684262,187.5668487548828,50922700
2023-11-20,AAPL,187.76465267924755,189.76204802312208,187.7547700360816,189.30718994140625,46505100
2023-11-21,AAPL,189.2676114417462,189.37638084971888,187.61630503925363,188.5062255859375,38134500
2023-11-22,AAPL,189.3467095850447,190.77057938008178,188.6940931656517,189.16871643066406,39617700
2023-11-24,AAPL,188.73367065803237,188.76333367409984,187.13180743837248,187.84375,24048300
2023-11-27,AAPL,187.79430602014355,188.53591159550703,186.78571821300812,187.66575622558594,40552600
2023-11-28,AAPL,187.65586514519703,188.94131776896225,187.28011350908017,188.2689208984375,38415400
2023-11-29,AAPL,188.76331653900834,189.93999969621768,186.85492560121705,187.2504425048828,43014200
2023-11-30,AAPL,187.71517468500207,188.18981305356235,186.08364867108205,187.82394409179688,48794400
2023-12-01,AAPL,188.1996843513192,189.4159130354433,187.11199034893104,189.09950256347656,45704800
2023-12-04,AAPL,187.85361573572166,187.9228394923183,185.35193435249073,187.3097686767578,43389500
2023-12-05,AAPL,188.08100360202954,192.2240926434581,188.05132550831155,191.25506591796875,66628400
2023-12-06,AAPL,192.27356863697858,192.58009647341478,189.95976327032974,190.16741943359375,41089700
2023-12-07,AAPL,191.4627450433353,192.81740609388598,191.42318430562543,192.0955810546875,47477700
2023-12-08,AAPL,192.0263919187675,193.79636559429088,191.50232520965804,193.51950073242188,53406400
2023-12-11,AAPL,190.94856782781682,191.32431940935732,189.2774811684409,191.0177764892578,60943700
2023-12-12,AAPL,190.9189094878757,192.54055280703432,189.57413099725628,192.53067016601562,52696900
2023-12-13,AAPL,192.90643617191267,195.78386938859322,192.66913204715806,195.74432373046875,70404200
2023-12-14,AAPL,195.80361960949875,197.38570218691584,193.96443748585023,195.89260864257812,66831600
2023-12-15,AAPL,195.3191123528845,196.1793699091571,194.79504567055722,195.35867309570312,128538400
2023-12-18,AAPL,193.8952224343076,194.4291868327445,192.21425301938103,193.6974639892578,55751900
2023-12-19,AAPL,193.96443406555753,194.74558515548247,193.69745188302565,194.73570251464844,40714100
2023-12-20,AAPL,194.69614571593394,195.46741418063525,192.64932250976562,192.64932250976562,52242800
2023-12-21,AAPL,193.90514216040955,194.87416921268178,191.3342368191114,192.5010223388672,46482500
2023-12-22,AAPL,192.9954077755279,193.2228443252002,190.81015202156473,191.43310546875,37149600
2023-12-26,AAPL,191.44299668429173,191.71986154255086,190.67172813799795,190.88926696777344,28919300
2023-12-27,AAPL,190.3355425015734,191.33423254727063,188.95120308408815,190.98814392089844,48087700
2023-12-28,AAPL,191.96704448132198,192.48122849088116,191.00790021395272,191.41331481933594,34049900
2023-12-29,AAPL,191.72972215657148,192.2241257878035,189.58401220758475,190.37506103515625,42672100
2024-01-02,AAPL,185.0552730997862,186.33084291740326,181.83176685644636,183.5621795654297,82488700
2024-01-03,AAPL,182.15809638511382,183.79952025374087,181.37693010719954,182.18775939941406,58414500
2024-01-04,AAPL,180.11123597031312,181.04071720671112,178.85546161628733,179.87393188476562,71983600
2024-01-05,AAPL,179.95306152436652,180.71443234786256,178.1534248404595,179.15211486816406,62379700
2024-01-08,AAPL,180.0519155054874,183.52263874374273,179.46852282651062,183.4830780029297,59144500
2024-01-09,AAPL,181.86143345023166,183.07766218215258,180.68475037086026,183.06777954101562,42841800
2024-01-10,AAPL,182.2866315170422,184.31367440860302,181.8614365329183,184.1060333251953,46792900
2024-01-11,AAPL,184.45212033242825,184.9564217479187,181.56480461990643,183.51275634765625,49128400
2024-01-12,AAPL,183.9774674403319,184.64986419021457,183.1172099941003,183.8390350341797,40477800
2024-01-16,AAPL,180.12114381484557,182.1976301200088,178.90489995610474,181.57469177246094,65603000
2024-01-17,AAPL,179.2411232206481,180.88253205239923,178.28197882705663,180.6353302001953,47317400
2024-01-18,AAPL,184.0071435872404,187.02300881659582,183.75005912545993,186.5187225341797,78005800
2024-01-19,AAPL,187.21087293560348,189.80154302609114,186.7065866846462,189.41590881347656,68903000
2024-01-22,AAPL,190.14766376550878,193.143748944668,190.1081030206995,191.71986389160156,60133900
2024-01-23,AAPL,192.83719415255706,193.55901922053994,191.660511110776,192.99539184570312,42355600
2024-01-24,AAPL,193.23271418014866,194.18197579456825,192.16480052192722,192.32301330566406,53631300
2024-01-25,AAPL,193.03498542605584,194.07323623297103,190.94860116972282,191.99673461914062,54822100
2024-01-26,AAPL,192.09561130867766,192.58011726192578,189.79168833424328,190.2663116455078,44594000
2024-01-29,AAPL,189.86087972294905,190.04875551955823,187.4580852833725,189.58401489257812,47145600
2024-01-30,AAPL,188.80286821503816,189.65324309628332,185.37170567810733,185.93531799316406,55859400
2024-01-31,AAPL,184.94649475418208,185.0058358609704,182.28661602120093,182.33604431152344,55467800
2024-02-01,AAPL,181.93065217781273,184.857513201702,181.7625567551165,184.76852416992188,64885400
2024-02-02,AAPL,177.84687547061628,185.2332669548565,177.24370243482153,183.76983642578125,102551700
2024-02-05,AAPL,186.04407104136263,187.13176501057416,183.75992879401906,185.57933044433594,69668800
2024-02-06,AAPL,184.7685664877541,187.19114179840088,184.67957743559268,187.18125915527344,43490800
2024-02-07,AAPL,188.50622203381667,188.91163664571195,186.49894443287428,187.2899932861328,53439000
2024-02-08,AAPL,187.27020463334281,187.41851968576853,185.25304448034683,186.21218872070312,40962000
2024-02-09,AAPL,186.77652244170517,188.10322646586073,186.13298359451971,186.97454833984375,45155200
2024-02-12,AAPL,186.54880424779185,186.796321504533,184.9349868995182,185.29141235351562,41781900
2024-02-13,AAPL,183.92510799252145,184.36074073565214,181.68754255866872,183.2023468017578,56529500
2024-02-14,AAPL,183.47962222785034,183.68752828939827,180.62821823999963,182.32122802734375,54630500
2024-02-15,AAPL,181.72716915991907,182.65783644316613,179.5490203671251,182.03408813476562,65434500
2024-02-16,AAPL,181.5984737728991,183.0142804515248,179.86585283584154,180.49949645996094,49752500
2024-02-20,AAPL,179.98463913307552,180.61828269677792,178.21242224791314,179.75692749023438,53665600
2024-02-21,AAPL,180.13315310757224,181.0737156195715,178.8658660184515,180.50938415527344,41371400
2024-02-22,AAPL,181.6578862880503,183.12319953047427,180.64802661628633,182.53904724121094,52292200
2024-02-23,AAPL,183.1726595934398,183.20236045475278,180.4202689919066,180.7073974609375,45119700
2024-02-26,AAPL,180.43019254491847,180.9450175834942,178.85597124394113,179.3609161376953,40867400
2024-02-27,AAPL,179.30152539649055,182.09351248592515,177.77681047698752,180.8163299560547,54318900
2024-02-28,AAPL,180.69750358801915,181.30144633523983,178.34114943443706,179.6183319091797,48953900
2024-02-29,AAPL,179.4698267249393,180.75691955299587,177.74710108364005,178.95498657226562,136682600
2024-03-01,AAPL,177.76691576574171,178.7371792855814,175.61846756104012,177.87582397460938,73563100
2024-03-04,AAPL,174.400628974546,175.14318064223312,172.06406578926712,173.36106872558594,81510100
2024-03-05,AAPL,169.06417026385637,170.3314573247722,167.9354922531265,168.43052673339844,95132400
2024-03-06,AAPL,169.36121186741923,169.53943215491887,167.00484265804033,167.4404754638672,68587700
2024-03-07,AAPL,167.47015957545335,169.0344703547855,166.81672553933012,167.3216552734375,71765100
2024-03-08,AAPL,167.32165453074688,171.97497562938204,167.26225281020422,169.0344696044922,76267000
2024-03-11,AAPL,171.22253935977105,172.64824117092596,170.34137853305091,171.034423828125,60139500
2024-03-12,AAPL,171.43043622416553,172.30170175265368,169.3116892312768,171.5096435546875,59825400
2024-03-13,AAPL,171.05422401757613,171.4700511814422,169.0641756745517,169.43051147460938,52488700
2024-03-14,AAPL,171.1928340614332,172.57892461566286,170.34137411890524,171.2819366455078,72913500
2024-03-15,AAPL,169.47013396047814,170.90573120117188,168.5988682774061,170.90573120117188,121752700
2024-03-18,AAPL,173.82644596151624,175.94519331439105,171.79680120539754,171.99481201171875,75604200
2024-03-19,AAPL,172.6086493883763,174.8561105550952,171.31166123855039,174.3313751220703,55215200
2024-03-20,AAPL,173.97492929704185,176.8956298828125,173.3511809805003,176.8956298828125,53423100
2024-03-21,AAPL,175.29172116809335,175.72735394947048,169.14338597139206,169.66812133789062,106181300
2024-03-22,AAPL,170.05425166968308,171.33144918231721,168.37113733503185,170.569091796875,71160100
2024-03-25,AAPL,168.87608692531137,170.2324767040703,167.76719930445816,169.15330505371094,54288300
2024-03-26,AAPL,168.31177163695932,169.71766815187948,167.89594436696248,168.024658203125,57388400
2024-03-27,AAPL,168.71767294274684,171.87599567632833,168.42064920188324,171.5888671875,60273300
2024-03-28,AAPL,170.0443614510728,170.51959037094832,168.81667037520143,169.77703857421875,65672700
2024-04-01,AAPL,169.48991432845702,169.54931605122675,167.79688969325008,168.3414306640625,46240500
2024-04-02,AAPL,167.40089107386055,167.65830361021796,166.55932626663449,167.16326904296875,49329500
2024-04-03,AAPL,167.11374996517486,168.98497988400436,166.90584392266877,167.9652099609375,47691700
2024-04-04,AAPL,168.59885072968464,170.21266810452119,167.14346313476562,167.14346313476562,53704400
2024-04-05,AAPL,167.90579979250484,168.69785802201392,167.27215623034843,167.89590454101562,42104800
2024-04-08,AAPL,167.3513719945941,167.51968192191484,166.5692240844266,166.77713012695312,37425500
2024-04-09,AAPL,167.02466284236104,168.3909631058002,166.6781477036779,167.9850311279297,42373800
2024-04-10,AAPL,167.1236748074244,167.41078821247058,165.45045553411236,166.11380004882812,49709300
2024-04-11,AAPL,166.6682511911636,173.71755440871303,166.4900459805643,173.3017120361328,91070300
2024-04-12,AAPL,172.52942533467058,176.5887144383463,172.47993396851362,174.79669189453125,101670900
2024-04-15,AAPL,173.6185038309996,174.8758957155582,170.78690583147454,170.9750213623047,73531800
2024-04-16,AAPL,170.04433444727835,172.03436750787574,166.59889888763496,167.6978759765625,73711200
2024-04-17,AAPL,167.9256158132339,168.95528100035153,166.33160400390625,166.33160400390625,50901200
2024-04-18,AAPL,166.36129252101995,166.96523521407434,164.8959946340493,165.38111877441406,43122900
2024-04-19,AAPL,164.559379327856,164.74747975255278,162.45052746983075,163.36138916015625,68149400
2024-04-22,AAPL,163.8762094876148,165.59891971474525,163.1336578084027,164.19302368164062,48116400
2024-04-23,AAPL,163.70792820716713,165.39104261951863,163.28219064755024,165.24252319335938,49537800
2024-04-24,AAPL,164.88609429896647,167.6186945681344,164.55938480415762,167.3414764404297,48251800
2024-04-25,AAPL,167.84640961058278,168.9156860278579,166.4801094484109,168.2028350830078,50558300
2024-04-26,AAPL,168.19292468782604,169.63841695172266,167.49986430971396,167.61868286132812,44838400
2024-04-29,AAPL,171.64826373021612,174.28185098854456,171.38095596804143,171.7769775390625,68169400
2024-04-30,AAPL,171.6086497890361,173.25216784182598,168.3117184327478,168.63844299316406,65934800
2024-05-01,AAPL,167.8959009696714,170.9948217396029,167.43056733625505,167.61868286132812,50383100
2024-05-02,AAPL,170.79680537480178,171.69777183075684,169.19289835753364,171.3116455078125,94214900
2024-05-03,AAPL,184.7963988764884,185.14292911827533,180.84603267784937,181.5588836669922,163224100
2024-05-06,AAPL,180.53910014061182,182.3707188474722,178.62825898838415,179.90545654296875,78569700
2024-05-07,AAPL,181.6281680754234,183.06376520709566,179.51933122687228,180.58859252929688,77305800
2024-05-08,AAPL,181.03414013837894,181.25195654794928,179.6480343404535,180.92523193359375,45057100
2024-05-09,AAPL,180.74702708520252,182.8261784061232,180.30149897565002,182.73707580566406,48983000
2024-05-10,AAPL,183.31206939842306,183.50044009541958,180.56586910059414,181.47796630859375,50759500
2024-05-13,AAPL,183.84743912898392,185.49318663872077,183.0344740478803,184.6802215576172,72044800
2024-05-14,AAPL,185.8996272619275,186.68285108112164,184.69010361608505,185.8203125,52393600
2024-05-15,AAPL,186.29621459797372,189.0126735344407,185.76084369802737,188.09066772460938,70400000
2024-05-16,AAPL,188.83425018022737,189.458844598736,188.0312088580003,188.20965576171875,52845200
2024-05-17,AAPL,187.8824709799172,189.1713095252472,187.55530322495105,188.2393798828125,41282900
2024-05-20,AAPL,187.70404687859929,190.2718004798306,187.3867877585141,189.39935302734375,44361300
2024-05-21,AAPL,189.44891605266244,191.07483113273048,189.2803778274553,190.69810485839844,42309400
2024-05-22,AAPL,190.61877317517173,191.16405275409193,188.63594934473116,189.26052856445312,34648500
2024-05-23,AAPL,189.3398657052663,189.35969818168277,185.02723244112752,185.27508544921875,51005900
2024-05-24,AAPL,187.19840810516956,188.94328765804346,186.42509288132968,188.3484344482422,36327000
2024-05-28,AAPL,189.86530324069457,191.3425125399711,187.4760118609873,188.35836791992188,52280100
2024-05-29,AAPL,187.98160889548626,190.5989356775744,187.88246165547932,188.65576171875,53068000
2024-05-30,AAPL,189.12173915319045,190.52954231443272,188.99286588586446,189.64718627929688,49889100
2024-05-31,AAPL,189.79589676882185,190.9161970579539,188.2790377703441,190.59893798828125,75158300
2024-06-03,AAPL,191.24336235629542,193.31542486412093,190.86663609575578,192.36366271972656,50080500
2024-06-04,AAPL,192.96842627855952,193.64259428823095,191.3722523931234,192.68092346191406,47471400
2024-06-05,AAPL,193.72190135445058,195.20901937445223,193.19645419760306,194.1878662109375,54156800
2024-06-06,AAPL,194.0094297097739,194.81247106318253,192.50247913295604,192.809814453125,41181800
2024-06-07,AAPL,192.9783133981505,195.2486550396786,192.4726987931798,195.19908142089844,53103900
2024-06-10,AAPL,195.20902308787942,195.6055969774052,190.4998159349584,191.46148681640625,97010200
2024-06-11,AAPL,191.98692512163242,205.38091074009856,191.96710777388114,205.37098693847656,172373300
2024-06-12,AAPL,205.58908283581826,218.30889945026047,205.1231180281253,211.24014282226562,198134300
2024-06-13,AAPL,212.8957913864929,214.88852380834695,209.782758705521,212.40008544921875,97862700
2024-06-14,AAPL,212.01342075889224,213.32207647635283,209.4853176281068,210.66510009765625,70122700
2024-06-17,AAPL,211.53757201804441,217.06965275202606,210.89316027395952,214.80923461914062,93728300
2024-06-18,AAPL,215.72132373307375,216.75240063817128,211.1707464886947,212.4496612548828,79943300
2024-06-20,AAPL,212.0927425591543,212.4000929584359,207.05638337080816,207.87924194335938,86172500
2024-06-21,AAPL,208.58317289420788,210.07029091430852,205.33134270047418,205.7080841064453,241805100
2024-06-24,AAPL,205.93610206103614,210.87332959032133,204.8158016590104,206.3524932861328,80727000
2024-06-25,AAPL,207.35382052419757,209.56468024841507,206.8184646829133,207.27452087402344,55549700
2024-06-26,AAPL,209.68362348048936,213.01476817493463,208.8310086144187,211.41859436035156,66213200
2024-06-27,AAPL,212.84625148948237,213.88723714823547,210.52635096614495,212.26132202148438,49772700
2024-06-28,AAPL,213.91695291908772,214.21437951883613,208.4939285392998,208.81117248535156,82542700
2024-07-01,AAPL,210.26855134899324,215.64200216221636,210.10001313722785,214.88853454589844,60402900
2024-07-02,AAPL,214.2936836981781,218.4873670751859,213.25271326862932,218.37831115722656,58046200
2024-07-03,AAPL,218.11060173486678,219.6472930908203,217.1489310533617,219.6472930908203,37369800
2024-07-05,AAPL,219.74645469045154,224.50523511983306,219.74645469045154,224.39617919921875,60412400
2024-07-08,AAPL,225.1397532025748,225.89323602358715,221.33273465594922,225.86349487304688,59085900
2024-07-09,AAPL,225.97252074204383,227.42989753320916,224.4259205051531,226.71607971191406,48076100
2024-07-10,AAPL,227.3307526887298,231.07828847688273,227.28117906796422,230.97914123535156,62627700
2024-07-11,AAPL,229.40281699319425,230.39422897123262,223.83108651749725,225.61563110351562,64710600
2024-07-12,AAPL,226.9540218514806,230.64207551688347,226.71607753741577,228.5601043701172,53046500
2024-07-15,AAPL,234.44908623752588,235.1926451763578,231.08820043911544,232.38694763183594,62631300
2024-07-16,AAPL,232.98182214446476,234.2409196318231,230.3347538954296,232.80337524414062,43234300
2024-07-17,AAPL,227.4794799069808,229.47222770464353,224.6936146131452,226.9143829345703,57345900
2024-07-18,AAPL,228.30231800055432,228.46094752609622,220.36111458394757,222.25469970703125,66034600
2024-07-19,AAPL,222.88922042587495,224.85221166233242,221.3624376981624,222.3835906982422,49151500
2024-07-22,AAPL,225.06041535891617,225.82380677595344,221.174082433242,222.03662109375,48201800
2024-07-23,AAPL,222.44310313331528,224.9910392063895,220.7676144514488,223.07760620117188,39960300
2024-07-24,AAPL,222.0762625279836,222.86939506256107,215.2652677100796,216.66314697265625,61777600
2024-07-25,AAPL,217.0497975364767,218.95332167523742,212.77681471652627,215.62217712402344,51391200
2024-07-26,AAPL,216.8217851678197,217.6050090608147,214.15488466672127,216.08815002441406,41601300
2024-07-29,AAPL,215.0967318967012,217.41663210574902,213.89711684474761,216.36573791503906,36311800
2024-07-30,AAPL,217.3075942808937,218.43780333279796,214.26395224147618,216.9209442138672,41643800
2024-07-31,AAPL,219.53825698895486,221.89782218872546,218.7352157578384,220.17276000976562,50036300
2024-08-01,AAPL,222.44310665442717,222.55216258005441,215.15623749650504,216.48472595214844,62501000
2024-08-02,AAPL,217.2679231335739,223.66254232334134,215.84030263063204,217.97183227539062,105568600
2024-08-05,AAPL,197.38019703112641,211.66644653820467,194.31673780556494,207.4727783203125,119548600
2024-08-06,AAPL,203.53685401433648,208.18657796978488,199.3431861620261,205.4502716064453,69660500
2024-08-07,AAPL,205.12314519344287,211.8052677945223,204.61753049861642,208.01808166503906,63516400
2024-08-08,AAPL,211.27982425167653,212.36045976406422,207.03658185433542,211.4781036376953,47161100
2024-08-09,AAPL,210.2784745623819,214.91827509282652,210.1495861717322,214.38291931152344,42201600
2024-08-12,AAPL,214.46232494953352,217.8767166928247,213.99582080224636,215.9114532470703,38028100
2024-08-13,AAPL,217.38044783379533,220.23902400333975,217.38044783379533,219.62364196777344,44155300
2024-08-14,AAPL,218.92885985517657,221.37054778476931,218.06532277692483,220.07029724121094,41960600
2024-08-15,AAPL,222.9288713384501,223.67329096872731,221.10255033510867,223.0479736328125,46414000
2024-08-16,AAPL,222.25393109506462,225.1422830006272,221.98593577772976,224.3680877685547,44340200
2024-08-19,AAPL,224.04051049270504,224.30850577318623,221.3804434072076,224.20924377441406,40687800
2024-08-20,AAPL,224.0901616619868,225.47973889834265,223.7725353535306,224.82464599609375,30299000
2024-08-21,AAPL,224.8346020684513,226.28373058529078,223.37553826276908,224.71548461914062,34765500
2024-08-22,AAPL,226.09512887719345,226.64103964823346,222.23407290784718,222.85939025878906,43695300
2024-08-23,AAPL,223.98097823318813,226.52192810531062,222.66087229355688,225.15219116210938,38677300
2024-08-26,AAPL,225.0727813784282,225.58891654674125,222.22414052811973,225.48965454101562,30602200
2024-08-27,AAPL,224.31844891527626,227.14724957253156,223.21670725505913,226.33334350585938,35934600
2024-08-28,AAPL,226.22414704916858,228.14971479709,224.0008084384826,224.80479431152344,38052200
2024-08-29,AAPL,228.3879521456165,231.18696212304621,227.1770283167567,228.0802459716797,51906300
2024-08-30,AAPL,228.4772755570311,228.68570457235603,225.78743262658827,227.29612731933594,52990800
2024-09-03,AAPL,226.84949624301046,227.29614502733148,219.52440165721936,221.1125030517578,50190600
2024-09-04,AAPL,220.01072730838987,220.1298295937355,215.86182100754215,219.20675659179688,43840200
2024-09-05,AAPL,219.9809527371486,223.80229748015876,219.87177059333374,220.72537231445312,36615400
2024-09-06,AAPL,222.28368749781316,223.56409767944487,218.13479623481732,219.17698669433594,48423000
2024-09-09,AAPL,219.17700018247805,219.6236489368284,215.09757995493325,219.26632690429688,67180000
2024-09-10,AAPL,217.29112653781655,219.83207646515766,215.1174187834135,218.47227478027344,51591000
2024-09-11,AAPL,219.81222755985956,221.43008920211523,216.26878297144034,221.0032958984375,44587100
2024-09-12,AAPL,220.84450772306226,221.88669831664953,218.18445530425632,221.1125030517578,37455600
2024-09-13,AAPL,221.9164638014437,222.37303270856336,220.25889118684435,220.84449768066406,36766600
2024-09-16,AAPL,214.92882889414335,215.60377723416104,212.32832783334672,214.71047973632812,59357400
2024-09-17,AAPL,214.1446858286394,215.28612305537175,212.90398660599377,215.17694091796875,45519300
2024-09-18,AAPL,215.931307109631,221.05291740528648,215.92137182236397,219.04794311523438,59894900
2024-09-19,AAPL,223.31597824995185,228.11004268622213,222.95865620671253,227.16709899902344,66781300
2024-09-20,AAPL,228.2589097535001,231.3556905514529,225.92638886705737,226.5020751953125,318679900
2024-09-23,AAPL,225.64847983003366,227.74278104335218,224.12986496132828,224.7849578857422,54146000
2024-09-24,AAPL,226.94872814757065,227.64353192764617,224.05045616714196,225.67825317382812,43556100
